zip_code,transactions_count,customers_count,avg_transactions,avg_sales_amount,public_transportation_pct
85020,22,12,1,5968.6277272727275,2.8
85035,13,10,1,5523.068153846155,4.1
85040,6,6,1,474.98999999999995,4.7
85045,18,14,1,11145.269222222218,1.6
85053,16,13,1,5874.990875,4.1
85083,21,14,1,12302.372904761904,0.6
85205,18,15,1,3772.2131111111116,1.4
85210,23,14,1,7385.209043478259,4.0
85215,16,9,1,16284.992250000001,0.7
85255,16,13,1,9069.991875,0.4
85260,7,7,1,5478.563,0.6
85284,14,13,1,490.70478571428566,1.1
85297,13,10,1,7072.298923076923,0.3
85305,11,8,1,559.0811818181817,0.7
85383,17,14,1,10304.10911764706,0.3
85705,30,19,1,7006.324433333333,6.7
85710,18,13,1,16863.60322222222,3.6
85715,15,11,1,6211.991000000001,1.6
85737,17,15,1,9711.462470588234,0.4
85743,9,6,1,554.4346666666665,0.3
85748,23,16,1,5503.4689565217395,1.1
86305,7,5,1,518.5618571428571,0.0
87105,20,15,1,5475.9914,1.6
87110,13,11,1,513.0673076923076,2.5
87121,17,12,1,4945.873411764707,1.2
87505,12,10,1,484.9905833333333,1.4
89012,17,13,1,13325.875176470587,0.4
89074,15,10,1,554.6569999999999,0.5
89110,25,17,1,9855.591519999998,3.9
89115,17,15,1,13331.756352941176,7.4
89120,17,12,1,474.1083529411764,4.6
89130,16,12,1,5832.4910625,1.9
89135,12,9,1,504.99075,0.2
89145,20,15,1,7609.241550000001,3.8
89166,26,16,1,3521.3367692307697,0.6
89178,14,12,1,8612.848642857143,0.5
89436,8,5,1,579.990625,0.1
89510,19,13,1,11884.202421052629,0.0
89519,19,13,1,6551.043736842105,0.0
89706,20,13,1,3768.4909500000017,0.4
90005,15,12,1,2801.3244666666665,29.5
90010,19,15,1,8071.570736842104,11.5
90015,24,15,1,11937.491624999995,24.4
90020,19,15,1,7391.043894736842,17.3
90025,22,15,1,4422.717772727273,7.9
90035,21,14,1,3317.1337619047617,4.3
90040,19,15,1,13766.307684210524,3.2
90045,16,13,1,13095.617062499998,3.3
90065,23,17,1,503.03408695652166,9.4
90094,11,8,1,523.6267272727272,0.6
90305,19,14,1,15353.939157894732,4.3
90405,25,14,1,14119.591959999992,3.6
90505,26,18,1,3793.8371153846165,1.8
90605,18,12,1,6701.935944444447,2.3
90805,23,19,1,3361.295260869565,5.5
90810,11,9,1,8846.35490909091,5.8
91103,17,11,1,5561.755882352944,7.9
91205,12,8,1,3430.8244999999993,6.0
91210,13,10,1,7825.375461538461,0.0
91406,11,9,1,570.8994545454544,7.7
91411,16,9,1,14166.867187499996,7.5
91505,10,7,1,11931.4914,4.3
91606,18,13,1,482.76861111111117,8.1
91913,14,13,1,4667.133928571428,1.2
92056,20,15,1,539.9903499999999,2.8
92105,19,12,1,14397.886684210524,7.5
92110,22,12,1,576.353909090909,3.5
92115,37,23,1,9533.775378378372,6.3
92121,10,7,1,7036.991600000001,4.2
92127,10,9,1,3987.9914,0.7
92145,13,11,1,536.9137692307693,0.0
92405,22,13,1,3522.263727272727,2.0
92410,17,14,1,6830.286058823528,2.4
92505,24,17,1,7734.991124999998,2.4
92555,20,16,1,5260.990850000002,1.3
92612,18,11,1,2426.935388888889,0.8
92648,25,16,1,10403.99196,1.1
92662,18,15,1,497.76811111111107,0.0
92705,24,16,1,4086.4491666666668,2.0
92805,13,12,1,3251.5296153846148,4.6
92835,11,8,1,3671.8093636363633,1.5
92844,15,12,1,15651.9922,1.1
92867,13,12,1,2659.9910769230773,2.0
92883,24,17,1,516.240375,1.7
93111,13,11,1,5516.914307692307,2.8
93291,7,4,1,548.561857142857,0.7
93305,27,16,1,1789.6207037037034,2.3
93311,11,9,1,509.08118181818173,0.8
93591,12,8,1,11618.325583333333,1.3
93704,19,12,1,7045.25505263158,2.1
93721,13,10,1,539.2211538461538,1.6
93726,7,5,1,29077.135857142854,5.1
93907,20,15,1,8008.991350000002,0.6
94089,20,13,1,563.9900999999999,4.7
94105,20,15,1,8190.991749999999,20.9
94110,22,13,1,3525.89981818182,38.5
94116,31,18,1,1404.5070322580639,29.7
94121,21,14,1,9078.562904761904,31.7
94132,21,15,1,533.8001904761904,30.4
94544,17,13,1,4335.873470588237,8.9
94605,15,13,1,10112.325133333332,12.5
94611,19,15,1,11965.254526315788,20.6
94705,25,17,1,1648.3905999999997,25.3
95054,22,14,1,5731.3547727272735,2.8
95064,16,12,1,18278.118249999996,14.1
95113,20,13,1,8522.99195,16.3
95118,15,11,1,13444.325933333332,2.7
95123,22,14,1,520.4449545454544,3.5
95128,19,14,1,14949.465631578945,3.3
95133,26,18,1,16063.069538461537,3.7
95138,30,18,1,2712.324033333335,4.0
95205,14,12,1,12538.205999999996,1.0
95210,14,8,1,7878.562571428571,2.1
95219,33,23,1,8437.56706060606,1.2
95354,13,10,1,15552.300384615384,1.1
95405,20,14,1,6348.2413,1.3
95818,11,10,1,12307.264818181819,5.2
95823,7,3,2,552.8475714285714,2.8
95828,14,11,1,560.3475,2.4
95833,15,14,1,7197.324866666668,2.8
95838,13,10,1,10782.30046153846,3.4
95973,18,13,1,9849.991499999998,0.7
96815,17,13,1,2595.8729999999987,11.3
96825,10,7,1,9078.9916,3.1
97201,18,11,1,10479.435833333335,20.0
97206,13,8,1,502.2982307692307,11.7
97211,8,8,1,19237.4925,11.6
97216,19,12,1,5729.991368421054,15.5
97221,7,5,1,557.1331428571428,3.7
97229,17,15,1,5892.343882352944,5.0
97232,26,17,1,5271.145192307692,18.1
97306,19,14,1,12650.78184210526,2.3
97405,30,22,1,509.6569666666665,4.9
98008,18,15,1,6659.713833333334,8.7
98042,17,13,1,4402.343588235294,3.8
98104,22,14,1,14402.94640909091,26.9
98109,28,19,1,5854.991142857142,22.6
98115,23,15,1,11532.165869565217,19.7
98121,12,8,1,9131.658000000001,16.6
98133,36,21,1,538.3239166666667,17.6
98148,19,14,1,14396.834157894733,11.1
98166,13,9,1,19501.53176923077,8.1
98405,17,12,1,3973.520647058823,8.6
98424,15,14,1,503.9904666666666,3.5
98447,21,11,1,10008.56280952381,0.0
98498,24,14,1,10888.325416666667,5.2
98506,13,11,1,21431.53176923077,3.6
98516,25,17,1,11404.191759999994,1.1
98664,25,14,1,10059.591560000003,2.7
98682,16,9,1,7665.6163750000005,1.5
99205,25,18,1,9594.791759999995,4.1
99507,29,19,1,6635.681379310343,0.7
99517,16,13,1,7689.991125000001,1.9
99709,18,13,1,6897.21288888889,0.7
